18000,11.8313,1.83818,0.951749,0.68113,0.028803,0.003783,0.0611,0.015215,1.00622,0.726244,0.938848,0.682861,0.022898,0.002731,0.057535,0.013622
19000,12.9649,2.05191,1.05395,0.770412,0.030556,0.004117,0.064877,0.016073,1.12398,0.796054,1.06056,0.757267,0.024086,0.00275,0.064416,0.014718
20000,14.3675,2.28247,1.1574,0.843932,0.032327,0.004362,0.068685,0.016972,1.25328,0.873982,1.16598,0.846954,0.02657,0.002965,0.065112,0.015062
21000,15.8489,2.50943,1.3013,0.926071,0.033921,0.004609,0.074574,0.017988,1.38727,0.963766,1.30723,0.918651,0.027038,0.003093,0.068333,0.017019
22000,17.4614,2.75129,1.43479,1.00649,0.035671,0.00484,0.076262,0.019042,1.51984,1.05771,1.43713,1.00995,0.028587,0.003278,0.075555,0.016563
23000,19.0034,3.00949,1.56208,1.1098,0.037721,0.005093,0.080021,0.020017,1.6503,1.1599,1.56143,1.11183,0.030013,0.003459,0.075621,0.017431
24000,20.6624,3.27877,1.70178,1.20365,0.039726,0.005168,0.087131,0.021011,1.8132,1.25816,1.69731,1.20177,0.031875,0.003635,0.078721,0.018304
25000,22.4574,3.56144,1.84679,1.305,0.041434,0.005425,0.090235,0.021791,1.93948,1.3663,1.85657,1.30721,0.034623,0.004018,0.08468,0.018933
26000,24.2962,3.8569,1.99855,1.41189,0.043472,0.005638,0.091649,0.022258,2.10006,1.48727,1.99099,1.41406,0.034617,0.004013,0.08619,0.020087
27000,26.1748,4.14121,2.15666,1.51384,0.045258,0.005856,0.095036,0.023296,2.27015,1.58727,2.15238,1.51629,0.036955,0.004129,0.089778,0.020756
28000,28.3643,4.50428,2.31095,1.62823,0.046802,0.006218,0.103407,0.027997,2.43387,1.70889,2.30931,1.63915,0.040284,0.004504,0.0935,0.022864
29000,30.1577,4.7882,2.47717,1.75658,0.048548,0.006743,0.106522,0.025379,2.60217,1.85772,2.47911,1.75376,0.039114,0.004523,0.096678,0.022537
30000,32.1987,5.15812,2.63883,1.89501,0.050416,0.007332,0.106975,0.025951,2.78298,1.96869,2.63244,1.882,0.040479,0.004636,0.101242,0.022991
31000,34.5327,5.4784,2.82761,2.01019,0.05248,0.006913,0.110226,0.026977,2.98181,2.10943,2.81242,1.99882,0.046593,0.00475,0.104563,0.023941
32000,36.7086,5.8357,2.99709,2.14067,0.054182,0.007052,0.120056,0.028177,3.14879,2.23083,3.01367,2.13042,0.046169,0.004911,0.107411,0.024801
33000,39.0178,6.18669,3.19574,2.27815,0.056435,0.007517,0.117696,0.030738,3.35654,2.38719,3.18128,2.29937,0.045473,0.005115,0.111769,0.025335
34000,41.3741,6.57149,3.37753,2.41061,0.059137,0.007485,0.124833,0.031446,3.53864,2.5146,3.38379,2.43808,0.046831,0.005236,0.116332,0.027088
35000,43.7416,6.97231,3.56834,2.54708,0.060061,0.007775,0.127662,0.032921,3.75232,2.67497,3.57115,2.55052,0.048489,0.005403,0.118941,0.027533
36000,46.2517,7.36664,3.77676,2.69925,0.063735,0.008092,0.132569,0.033289,3.97939,2.81958,3.78361,2.69262,0.049932,0.005569,0.122814,0.028048
37000,48.8543,7.78421,3.98017,2.84748,0.063572,0.008193,0.134206,0.035085,4.2032,2.97755,3.98922,2.85744,0.051448,0.005742,0.126805,0.029778
38000,51.3812,8.21396,4.21376,3.02279,0.067912,0.008445,0.140402,0.034123,4.43222,3.14213,4.21009,3.00808,0.053201,0.005952,0.132277,0.031793
39000,54.1956,8.6626,4.46792,3.17046,0.06769,0.008847,0.146695,0.036083,4.69441,3.6004,4.51213,3.15955,0.054257,0.006094,0.135212,0.033069
40000,56.8388,9.06472,4.65792,3.31245,0.069239,0.009088,0.148142,0.038284,4.92193,3.47548,4.62671,3.30733,0.056788,0.006312,0.140468,0.033361
41000,59.6288,9.53918,4.85423,3.48398,0.071265,0.009683,0.154914,0.038138,5.0838,3.64656,4.85628,3.47922,0.05759,0.006625,0.143077,0.033236
42000,62.6253,10.0071,5.0919,3.65516,0.073563,0.009586,0.159313,0.039603,5.34485,3.82392,5.10744,3.65473,0.058956,0.006653,0.146885,0.033829
43000,66.2885,10.5028,5.33794,3.85108,0.075122,0.009859,0.160626,0.039992,5.59446,4.00921,5.33708,3.83169,0.062508,0.007035,0.151834,0.034846
44000,68.7435,10.9943,5.5717,4.0241,0.076972,0.010134,0.165666,0.041489,5.84779,4.21457,5.64443,4.00614,0.062387,0.007121,0.157881,0.036278
45000,72.0198,11.4859,5.83871,4.22533,0.07894,0.010151,0.173614,0.041064,6.13907,4.39364,5.88814,4.19994,0.063884,0.007322,0.159459,0.03691
46000,75.7944,12.0012,6.10733,4.38533,0.080561,0.010598,0.174023,0.042,6.39674,4.58587,6.11961,4.38834,0.065642,0.007559,0.163097,0.037884
47000,78.448,12.5487,6.35751,4.58616,0.084586,0.010834,0.179212,0.042209,6.67171,4.80874,6.36995,4.57106,0.067879,0.007688,0.166778,0.039508
48000,81.9826,13.0514,6.65503,4.77284,0.084245,0.01091,0.182908,0.042897,6.99295,4.99664,6.63451,4.78329,0.070611,0.00801,0.174646,0.039439
49000,85.1705,13.6131,6.96854,4.97126,0.087365,0.011199,0.186047,0.044233,7.25743,5.21805,7.03291,4.99358,0.07008,0.00801,0.174963,0.04039
50000,88.9773,14.1703,7.18799,5.20491,0.089334,0.011569,0.192748,0.044835,7.54807,5.42564,7.1989,5.19545,0.07238,0.008187,0.179094,0.043239
51000,92.2383,14.7347,7.48583,5.39685,0.09568,0.011878,0.199597,0.046114,7.85548,5.63755,7.51272,5.42247,0.073428,0.008423,0.181286,0.042159
52000,96.4783,15.3117,7.7796,5.61301,0.092457,0.011998,0.198303,0.046896,8.21331,5.91508,7.80281,5.65076,0.079327,0.009424,0.202992,0.044562
53000,99.85,15.9352,8.12692,5.81332,0.093811,0.012077,0.203355,0.049036,8.48244,6.15538,8.08988,5.8326,0.077058,0.008784,0.193,0.043122
54000,103.52,16.5388,8.39911,6.03782,0.096567,0.012183,0.207835,0.048977,8.80544,6.33156,8.38974,6.03942,0.078447,0.008885,0.196766,0.043423
55000,107.433,17.1514,8.77322,6.26242,0.098599,0.012889,0.211849,0.049624,9.13938,6.57022,8.72413,6.26249,0.080639,0.00907,0.201323,0.044048
56000,111.306,17.7826,9.06928,6.56627,0.10195,0.012891,0.215286,0.050517,9.89852,6.81024,9.04202,6.49511,0.081684,0.009241,0.204459,0.044847
57000,115.298,18.4411,9.39999,6.77539,0.102369,0.013087,0.219246,0.051742,9.8013,7.06159,9.35818,6.73117,0.083612,0.009773,0.20623,0.046131
58000,119.304,19.071,9.66985,6.97393,0.104436,0.013462,0.223376,0.052588,10.1621,7.30784,9.67044,7.00538,0.085968,0.009699,0.210895,0.04617
59000,123.36,19.7649,10.1056,7.22212,0.106082,0.014197,0.227418,0.053697,10.5098,7.55971,10.0232,7.19886,0.086831,0.009929,0.214967,0.047575
60000,127.624,20.4587,10.3832,7.46058,0.114439,0.013916,0.232213,0.054583,10.9088,7.81902,10.3903,7.63515,0.097484,0.010547,0.23483,0.052417
61000,131.891,21.0999,10.6974,7.70637,0.114369,0.014228,0.234492,0.055299,11.2589,8.07823,10.7164,7.73047,0.092363,0.010081,0.222175,0.048863
62000,136.544,21.7953,11.0678,7.96979,0.111582,0.014222,0.241083,0.056686,11.6103,8.3379,11.0836,7.95307,0.092281,0.010424,0.228309,0.050044
63000,140.703,22.5172,11.4298,8.23116,0.114546,0.01454,0.243078,0.05734,11.9881,8.61898,11.4753,8.23117,0.094794,0.010368,0.233505,0.054501
64000,145.244,23.2622,11.7877,8.4997,0.115751,0.014844,0.247604,0.058518,12.3571,8.88898,11.8204,8.4952,0.095456,0.010585,0.234936,0.051497
65000,149.753,24.0838,12.1517,8.76292,0.11796,0.015083,0.266537,0.06154,12.7735,9.16189,12.6078,8.79093,0.09765,0.010779,0.23682,0.052137
66000,154.798,24.6727,12.5397,9.03559,0.121326,0.015306,0.256268,0.060442,13.1342,9.4711,12.5237,9.01574,0.098315,0.011323,0.242135,0.053123
67000,159.243,25.4182,12.9484,9.31001,0.12194,0.015732,0.260032,0.061125,13.594,9.73658,12.9082,9.31123,0.100322,0.011136,0.245999,0.055418
68000,163.943,26.1606,13.3153,9.61218,0.12407,0.016011,0.265521,0.062227,13.9604,10.0584,13.295,9.58289,0.101592,0.01128,0.252914,0.055414
69000,168.928,26.9871,13.7744,9.88064,0.125666,0.016044,0.267871,0.063028,14.3633,10.3507,13.7102,9.85156,0.103267,0.011493,0.258511,0.057384
70000,173.805,30.2045,15.1126,10.81,0.135826,0.017245,0.289247,0.067644,15.9557,11.5815,14.582,10.1567,0.104654,0.011803,0.257591,0.057614
71000,178.741,28.5439,14.4739,10.4677,0.130621,0.017166,0.277577,0.067031,15.2998,10.9669,14.5075,10.4396,0.106969,0.011783,0.260888,0.058266
72000,183.837,29.4433,14.907,10.7874,0.133244,0.016896,0.28713,0.06641,15.6684,11.2521,14.9241,10.7386,0.109156,0.012015,0.264539,0.059074
73000,188.973,30.154,15.352,11.0418,0.133947,0.017027,0.284747,0.067451,16.1221,11.5741,15.3641,11.0504,0.109596,0.012438,0.269955,0.059838
74000,194.187,31.0343,15.7428,11.3998,0.13745,0.017083,0.290552,0.068647,17.3281,11.943,15.7548,11.3571,0.112912,0.012773,0.275527,0.060853
75000,199.559,31.8592,16.2067,11.6865,0.139288,0.01807,0.301453,0.069696,16.9746,12.214,16.1986,11.6419,0.114129,0.012649,0.276183,0.061257
76000,204.919,32.7138,16.629,11.9682,0.141007,0.017989,0.298269,0.071085,17.4346,12.5858,16.6473,11.9689,0.114828,0.012788,0.282169,0.063694
77000,210.439,33.5518,17.0509,12.3055,0.141838,0.018314,0.303053,0.071293,17.9583,12.8776,17.0792,12.2664,0.116954,0.01299,0.284595,0.063081
78000,216.108,34.4471,17.6237,12.6217,0.153121,0.02397,0.311185,0.073187,18.3861,13.2775,17.5015,12.6162,0.117661,0.013172,0.289683,0.063893
79000,221.225,35.2995,17.9768,12.9399,0.146155,0.018539,0.310521,0.074338,18.8424,13.5567,18.0026,12.9355,0.120174,0.013484,0.291003,0.065439
80000,226.76,36.1832,18.4543,13.3159,0.148916,0.019174,0.314305,0.074271,19.3391,13.9154,18.4647,13.2722,0.121639,0.013517,0.300951,0.066346
81000,232.323,37.2104,18.8923,13.623,0.151381,0.019263,0.31864,0.075637,19.9362,14.2932,18.9033,13.6076,0.122855,0.013717,0.30168,0.067735
82000,238.176,38.0738,19.3695,13.9505,0.153716,0.019392,0.329077,0.07608,20.3394,14.6032,19.3779,13.933,0.124462,0.014124,0.306189,0.068555
83000,244.572,39.9178,19.8372,14.3307,0.153854,0.019462,0.327685,0.076919,20.9077,15.0672,19.8609,14.2764,0.126826,0.014258,0.306995,0.068624
84000,250.023,39.8976,20.3555,14.6286,0.156253,0.019816,0.332507,0.07859,21.3238,15.3168,20.4125,14.6397,0.129453,0.014251,0.313536,0.06923
85000,255.931,40.8721,20.7955,14.9884,0.157852,0.020272,0.334021,0.079106,21.8946,15.7154,20.8025,14.9713,0.130379,0.014489,0.317722,0.070064
86000,262.172,41.795,21.2965,15.3498,0.159892,0.020957,0.349615,0.079999,22.3441,16.0776,21.3499,15.3139,0.131119,0.015538,0.322986,0.071079
87000,268.014,42.8257,21.8101,15.7511,0.1623,0.020621,0.347692,0.081321,23.0773,16.45,21.8052,15.694,0.13303,0.015372,0.323443,0.073026
88000,274.28,43.977,22.2853,16.0622,0.165449,0.021017,0.347217,0.082739,23.4323,16.8219,22.2836,16.0779,0.1345,0.015767,0.327359,0.075085
89000,285.302,45.661,22.8609,16.4338,0.166359,0.021533,0.356863,0.083977,24.0114,17.2375,22.8138,16.418,0.136667,0.016487,0.331706,0.074299
90000,290.634,45.7591,23.3627,16.7938,0.168585,0.021336,0.361052,0.084976,24.504,17.5955,23.3618,17.2217,0.140557,0.015862,0.338689,0.074352
91000,297.2,46.8799,24.5562,17.4342,0.171054,0.021678,0.362962,0.085265,25.1012,17.9912,25.0004,17.9505,0.141289,0.01586,0.341307,0.075468
92000,303.282,48.8777,26.0349,17.7265,0.171722,0.021872,0.36769,0.085659,25.7512,18.5219,24.4208,17.5462,0.142712,0.016157,0.344738,0.075823
93000,310.128,50.127,25.0119,17.9701,0.174968,0.022178,0.368672,0.086883,26.2181,18.7795,24.9797,17.9369,0.143626,0.01624,0.348692,0.077336
94000,317.621,50.4674,25.5333,18.3112,0.177884,0.022482,0.373414,0.090011,26.8146,19.2075,26.0216,18.3063,0.145415,0.016486,0.352445,0.078999
95000,323.609,51.0229,26.5223,18.7066,0.178493,0.023017,0.37722,0.088749,27.463,20.0204,26.0781,18.7181,0.146803,0.01654,0.35651,0.078327
96000,330.79,52.4395,27.9368,19.1199,0.181099,0.023375,0.38251,0.089532,27.9069,20.0293,27.3708,19.6103,0.153033,0.017087,0.360668,0.080422
97000,335.709,53.1939,27.2636,19.5274,0.184241,0.025279,0.38453,0.090531,28.6244,20.44,27.2164,19.5085,0.150858,0.016952,0.364559,0.08034
98000,340.125,54.3221,27.8155,19.9344,0.185854,0.023717,0.39248,0.092268,29.1401,20.8895,27.7806,19.9204,0.153231,0.01776,0.369799,0.082305
99000,347.324,55.4613,28.4128,20.4375,0.186995,0.024806,0.395774,0.092811,29.7045,21.3037,28.3468,20.3497,0.15336,0.018061,0.372197,0.082017
100000,354.245,56.4568,28.9235,20.7719,0.189513,0.025252,0.399525,0.094362,30.3482,21.7119,28.9626,20.7887,0.156772,0.017765,0.376247,0.0827
